Country/Region,Date,Total Number of Cases
China,4/27/2020,185
China,4/28/2020,185
China,4/29/2020,185
China,4/30/2020,185
China,5/1/2020,185
China,5/2/2020,185
China,5/3/2020,185
China,5/4/2020,185
China,5/5/2020,185
China,5/6/2020,185
China,5/7/2020,185
China,5/8/2020,185
China,5/9/2020,185
China,5/10/2020,185
China,5/11/2020,185
China,5/12/2020,185
China,5/13/2020,185
China,5/14/2020,185
China,5/15/2020,185
China,5/16/2020,185
China,5/17/2020,185
China,5/18/2020,185
China,5/19/2020,185
China,5/20/2020,185
China,5/21/2020,185
China,5/22/2020,185
China,5/23/2020,185
China,5/24/2020,185
China,5/25/2020,185
China,5/26/2020,185
China,5/27/2020,185
China,5/28/2020,185
China,5/29/2020,185
China,5/30/2020,185
China,5/31/2020,185
China,6/1/2020,185
China,6/2/2020,185
China,6/3/2020,185
China,6/4/2020,185
China,6/5/2020,185
China,6/6/2020,185
China,6/7/2020,185
China,6/8/2020,185
China,6/9/2020,185
China,6/10/2020,185
China,6/11/2020,185
China,6/12/2020,185
China,6/13/2020,185
China,6/14/2020,185
China,6/15/2020,185
China,6/16/2020,185
China,6/17/2020,185
China,6/18/2020,185
China,6/19/2020,185
China,6/20/2020,185
China,6/21/2020,185
China,6/22/2020,185
China,6/23/2020,185
China,6/24/2020,185
China,6/25/2020,185
China,6/26/2020,185
China,6/27/2020,185
China,6/28/2020,185
China,6/29/2020,185
China,6/30/2020,185
China,7/1/2020,185
China,7/2/2020,186
China,7/3/2020,186
China,7/4/2020,186
China,7/5/2020,186
China,7/6/2020,186
China,7/7/2020,187
China,7/8/2020,187
China,7/9/2020,187
China,7/10/2020,187
China,7/11/2020,187
China,7/12/2020,187
China,7/13/2020,187
China,7/14/2020,188
China,7/15/2020,188
China,7/16/2020,188
China,7/17/2020,188
China,7/18/2020,188
China,7/19/2020,188
China,7/20/2020,188
China,7/21/2020,188
China,7/22/2020,189
China,7/23/2020,189
China,7/24/2020,189
China,7/25/2020,189
China,7/26/2020,189
China,7/27/2020,190
China,7/28/2020,190
China,7/29/2020,191
China,7/30/2020,191
China,7/31/2020,191
China,1/22/2020,10
China,1/23/2020,27
China,1/24/2020,43
China,1/25/2020,62
China,1/26/2020,104
China,1/27/2020,128
China,1/28/2020,173
China,1/29/2020,296
China,1/30/2020,428
China,1/31/2020,538
China,2/1/2020,599
China,2/2/2020,661
China,2/3/2020,724
China,2/4/2020,829
China,2/5/2020,895
China,2/6/2020,954
China,2/7/2020,1006
China,2/8/2020,1048
China,2/9/2020,1075
China,2/10/2020,1092
China,2/11/2020,1117
China,2/12/2020,1131
China,2/13/2020,1145
China,2/14/2020,1155
China,2/15/2020,1162
China,2/16/2020,1167
China,2/17/2020,1171
China,2/18/2020,1172
China,2/19/2020,1174
China,2/20/2020,1175
China,2/21/2020,1203
China,2/22/2020,1205
China,2/23/2020,1205
China,2/24/2020,1205
China,2/25/2020,1205
China,2/26/2020,1205
China,2/27/2020,1205
China,2/28/2020,1205
China,2/29/2020,1205
China,3/1/2020,1205
China,3/2/2020,1206
China,3/3/2020,1213
China,3/4/2020,1213
China,3/5/2020,1215
China,3/6/2020,1215
China,3/7/2020,1215
China,3/8/2020,1215
China,3/9/2020,1215
China,3/10/2020,1215
China,3/11/2020,1215
China,3/12/2020,1215
China,3/13/2020,1215
China,3/14/2020,1227
China,3/15/2020,1231
China,3/16/2020,1231
China,3/17/2020,1232
China,3/18/2020,1232
China,3/19/2020,1233
China,3/20/2020,1234
China,3/21/2020,1236
China,3/22/2020,1238
China,3/23/2020,1238
China,3/24/2020,1240
China,3/25/2020,1241
China,3/26/2020,1243
China,3/27/2020,1247
China,3/28/2020,1251
China,3/29/2020,1254
China,3/30/2020,1255
China,3/31/2020,1257
China,4/1/2020,1257
China,4/2/2020,1258
China,4/3/2020,1260
China,4/4/2020,1262
China,4/5/2020,1263
China,4/6/2020,1264
China,4/7/2020,1265
China,4/8/2020,1266
China,4/9/2020,1267
China,4/10/2020,1267
China,4/11/2020,1267
China,4/12/2020,1267
China,4/13/2020,1267
China,4/14/2020,1267
China,4/15/2020,1268
China,4/16/2020,1268
China,4/17/2020,1268
China,4/18/2020,1268
China,4/19/2020,1268
China,4/20/2020,1268
China,4/21/2020,1268
China,4/22/2020,1268
China,4/23/2020,1268
China,4/24/2020,1268
China,4/25/2020,1268
China,4/26/2020,1268
China,4/27/2020,1268
China,4/28/2020,1268
China,4/29/2020,1268
China,4/30/2020,1268
China,5/1/2020,1268
China,5/2/2020,1268
China,5/3/2020,1268
China,5/4/2020,1268
China,5/5/2020,1268
China,5/6/2020,1268
China,5/7/2020,1268
China,5/8/2020,1268
China,5/9/2020,1268
China,5/10/2020,1268
China,5/11/2020,1268
China,5/12/2020,1268
China,5/13/2020,1268
China,5/14/2020,1268
China,5/15/2020,1268
China,5/16/2020,1268
China,5/17/2020,1268
China,5/18/2020,1268
China,5/19/2020,1268
China,5/20/2020,1268
China,5/21/2020,1268
China,5/22/2020,1268
China,5/23/2020,1268
China,5/24/2020,1268
China,5/25/2020,1268
China,5/26/2020,1268
China,5/27/2020,1268
China,5/28/2020,1268
China,5/29/2020,1268
China,5/30/2020,1268
China,5/31/2020,1268
China,6/1/2020,1268
China,6/2/2020,1268
China,6/3/2020,1268
China,6/4/2020,1268
China,6/5/2020,1268
China,6/6/2020,1268
China,6/7/2020,1268
China,6/8/2020,1268
China,6/9/2020,1268
China,6/10/2020,1268
China,6/11/2020,1268
China,6/12/2020,1268
China,6/13/2020,1268
China,6/14/2020,1268
China,6/15/2020,1268
China,6/16/2020,1269
China,6/17/2020,1269
China,6/18/2020,1269
China,6/19/2020,1269
China,6/20/2020,1269
China,6/21/2020,1269
China,6/22/2020,1269
China,6/23/2020,1269
China,6/24/2020,1269
China,6/25/2020,1269
China,6/26/2020,1269
China,6/27/2020,1269
China,6/28/2020,1269
China,6/29/2020,1269
China,6/30/2020,1269
China,7/1/2020,1269
China,7/2/2020,1269
China,7/3/2020,1269
China,7/4/2020,1269
China,7/5/2020,1269
China,7/6/2020,1269
China,7/7/2020,1269
China,7/8/2020,1269
China,7/9/2020,1269
China,7/10/2020,1269
China,7/11/2020,1270
China,7/12/2020,1270
China,7/13/2020,1270
China,7/14/2020,1270
China,7/15/2020,1270
China,7/16/2020,1270
China,7/17/2020,1270
China,7/18/2020,1270
China,7/19/2020,1270
China,7/20/2020,1270
China,7/21/2020,1270
China,7/22/2020,1270
China,7/23/2020,1270
China,7/24/2020,1270
China,7/25/2020,1270
China,7/26/2020,1270
China,7/27/2020,1270
China,7/28/2020,1270
China,7/29/2020,1270
China,7/30/2020,1270
China,7/31/2020,1270
France,1/22/2020,0
France,1/23/2020,0
France,1/24/2020,0
France,1/25/2020,0
France,1/26/2020,0
France,1/27/2020,0
France,1/28/2020,0
France,1/29/2020,0
France,1/30/2020,0
France,1/31/2020,0
France,2/1/2020,0
France,2/2/2020,0
France,2/3/2020,0
France,2/4/2020,0
France,2/5/2020,0
France,2/6/2020,0
France,2/7/2020,0
France,2/8/2020,0
France,2/9/2020,0
France,2/10/2020,0
France,2/11/2020,0
France,2/12/2020,0
France,2/13/2020,0
France,2/14/2020,0
France,2/15/2020,0
France,2/16/2020,0
France,2/17/2020,0
France,2/18/2020,0
France,2/19/2020,0
France,2/20/2020,0
France,2/21/2020,0
France,2/22/2020,0
France,2/23/2020,0
France,2/24/2020,0
France,2/25/2020,0
France,2/26/2020,0
France,2/27/2020,0
France,2/28/2020,0
France,2/29/2020,0
France,3/1/2020,0
France,3/2/2020,0
France,3/3/2020,0
France,3/4/2020,0
France,3/5/2020,0
France,3/6/2020,0
France,3/7/2020,5
France,3/8/2020,5
France,3/9/2020,5
France,3/10/2020,5
France,3/11/2020,5
France,3/12/2020,5
France,3/13/2020,5
France,3/14/2020,5
France,3/15/2020,7
France,3/16/2020,11
France,3/17/2020,11
France,3/18/2020,11
France,3/19/2020,11
France,3/20/2020,15
France,3/21/2020,18
France,3/22/2020,18
France,3/23/2020,20
France,3/24/2020,23
France,3/25/2020,28
France,3/26/2020,28
France,3/27/2020,28
France,3/28/2020,28
France,3/29/2020,28
France,3/30/2020,43
France,3/31/2020,43
France,4/1/2020,51
France,4/2/2020,51
France,4/3/2020,57
France,4/4/2020,61
France,4/5/2020,61
France,4/6/2020,72
France,4/7/2020,72
France,4/8/2020,77
France,4/9/2020,83
France,4/10/2020,83
France,4/11/2020,83
France,4/12/2020,86
France,4/13/2020,86
France,4/14/2020,86
France,4/15/2020,86
France,4/16/2020,86
France,4/17/2020,96
France,4/18/2020,96
France,4/19/2020,96
France,4/20/2020,97
France,4/21/2020,97
France,4/22/2020,97
France,4/23/2020,107
France,4/24/2020,111
France,4/25/2020,111
France,4/26/2020,111
France,4/27/2020,111
France,4/28/2020,125
France,4/29/2020,125
France,4/30/2020,126
France,5/1/2020,128
France,5/2/2020,128
France,5/3/2020,128
France,5/4/2020,133
France,5/5/2020,133
France,5/6/2020,138
France,5/7/2020,138
France,5/8/2020,141
France,5/9/2020,141
France,5/10/2020,144
France,5/11/2020,144
France,5/12/2020,144
France,5/13/2020,153
France,5/14/2020,164
France,5/15/2020,189
France,5/16/2020,197
France,5/17/2020,197
France,5/18/2020,210
France,5/19/2020,218
France,5/20/2020,237
France,5/21/2020,249
France,5/22/2020,261
France,5/23/2020,279
France,5/24/2020,328
France,5/25/2020,353
France,5/26/2020,384
France,5/27/2020,406
France,5/28/2020,436
France,5/29/2020,450
France,5/30/2020,477
France,5/31/2020,499
France,6/1/2020,499
France,6/2/2020,517
France,6/3/2020,533
France,6/4/2020,556
France,6/5/2020,589
France,6/6/2020,639
France,6/7/2020,689
France,6/8/2020,729
France,6/9/2020,773
France,6/10/2020,865
France,6/11/2020,917
France,6/12/2020,1043
France,6/13/2020,1161
France,6/14/2020,1255
France,6/15/2020,1326
France,6/16/2020,1421
France,6/17/2020,1554
France,6/18/2020,1758
France,6/19/2020,1969
France,6/20/2020,2163
France,6/21/2020,2441
France,6/22/2020,2458
France,6/23/2020,2593
France,6/24/2020,2827
France,6/25/2020,3033
France,6/26/2020,3270
France,6/27/2020,3461
France,6/28/2020,3461
France,6/29/2020,3774
France,6/30/2020,4004
France,7/1/2020,4268
France,7/2/2020,4444
France,7/3/2020,4558
France,7/4/2020,4913
France,7/5/2020,4913
France,7/6/2020,5054
France,7/7/2020,5178
France,7/8/2020,5459
France,7/9/2020,5558
France,7/10/2020,5704
France,7/11/2020,5949
France,7/12/2020,5949
France,7/13/2020,6170
France,7/14/2020,6229
France,7/15/2020,6299
France,7/16/2020,6393
France,7/17/2020,6509
France,7/18/2020,6655
France,7/19/2020,6655
France,7/20/2020,6745
France,7/21/2020,6851
France,7/22/2020,6883
France,7/23/2020,7086
France,7/24/2020,7251
France,7/25/2020,7332
France,7/26/2020,7332
France,7/27/2020,7514
France,7/28/2020,7562
France,7/29/2020,7647
France,7/30/2020,7728
France,7/31/2020,7799
France,1/22/2020,0
France,1/23/2020,0
France,1/24/2020,0
France,1/25/2020,0
France,1/26/2020,0
France,1/27/2020,0
France,1/28/2020,0
France,1/29/2020,0
France,1/30/2020,0
France,1/31/2020,0
France,2/1/2020,0
France,2/2/2020,0
France,2/3/2020,0
France,2/4/2020,0
France,2/5/2020,0
France,2/6/2020,0
France,2/7/2020,0
France,2/8/2020,0
France,2/9/2020,0
France,2/10/2020,0
France,2/11/2020,0
France,2/12/2020,0
France,2/13/2020,0
France,2/14/2020,0
France,2/15/2020,0
France,2/16/2020,0
France,2/17/2020,0
France,2/18/2020,0
France,2/19/2020,0
France,2/20/2020,0
France,2/21/2020,0
France,2/22/2020,0
France,2/23/2020,0
France,2/24/2020,0
France,2/25/2020,0
France,2/26/2020,0
France,2/27/2020,0
France,2/28/2020,0
France,2/29/2020,0
France,3/1/2020,0
France,3/2/2020,0
France,3/3/2020,0
France,3/4/2020,0
France,3/5/2020,0
France,3/6/2020,0
France,3/7/2020,0
France,3/8/2020,0
France,3/9/2020,0
France,3/10/2020,0
France,3/11/2020,0
France,3/12/2020,0
France,3/13/2020,3
France,3/14/2020,3
France,3/15/2020,3
France,3/16/2020,3
France,3/17/2020,3
France,3/18/2020,3
France,3/19/2020,6
France,3/20/2020,11
France,3/21/2020,15
France,3/22/2020,18
France,3/23/2020,18
France,3/24/2020,25
France,3/25/2020,25
France,3/26/2020,30
France,3/27/2020,30
France,3/28/2020,30
France,3/29/2020,30
France,3/30/2020,36
France,3/31/2020,36
France,4/1/2020,37
France,4/2/2020,37
France,4/3/2020,39
France,4/4/2020,40
France,4/5/2020,41
France,4/6/2020,42
France,4/7/2020,47
France,4/8/2020,51
France,4/9/2020,51
France,4/10/2020,51
France,4/11/2020,51
France,4/12/2020,53
France,4/13/2020,55
France,4/14/2020,55
France,4/15/2020,55
France,4/16/2020,55
France,4/17/2020,55
France,4/18/2020,55
France,4/19/2020,55
France,4/20/2020,56
France,4/21/2020,56
France,4/22/2020,57
France,4/23/2020,57
France,4/24/2020,57
France,4/25/2020,57
France,4/26/2020,57
France,4/27/2020,57
France,4/28/2020,58
France,4/29/2020,58
France,4/30/2020,58
France,5/1/2020,58
France,5/2/2020,58
France,5/3/2020,58
France,5/4/2020,58
France,5/5/2020,60
France,5/6/2020,60
France,5/7/2020,60
France,5/8/2020,60
France,5/9/2020,60
France,5/10/2020,60
France,5/11/2020,60
France,5/12/2020,60
France,5/13/2020,60
France,5/14/2020,60
France,5/15/2020,60
France,5/16/2020,60
France,5/17/2020,60
France,5/18/2020,60
France,5/19/2020,60
France,5/20/2020,60
France,5/21/2020,60
France,5/22/2020,60
France,5/23/2020,60
France,5/24/2020,60
France,5/25/2020,60
France,5/26/2020,60
France,5/27/2020,60
France,5/28/2020,60
France,5/29/2020,60
France,5/30/2020,60
France,5/31/2020,60
France,6/1/2020,60
France,6/2/2020,60
France,6/3/2020,60
France,6/4/2020,60
France,6/5/2020,60
France,6/6/2020,60
France,6/7/2020,60
France,6/8/2020,60
France,6/9/2020,60
France,6/10/2020,60
France,6/11/2020,60
France,6/12/2020,60
France,6/13/2020,60
France,6/14/2020,60
France,6/15/2020,60
France,6/16/2020,60
France,6/17/2020,60
France,6/18/2020,60
France,6/19/2020,60
France,6/20/2020,60
France,6/21/2020,60
France,6/22/2020,60
France,6/23/2020,60
France,6/24/2020,60
France,6/25/2020,60
France,6/26/2020,60
France,6/27/2020,60
France,6/28/2020,62
France,6/29/2020,62
France,6/30/2020,62
France,7/1/2020,62
France,7/2/2020,62
France,7/3/2020,62
France,7/4/2020,62
France,7/5/2020,62
France,7/6/2020,62
France,7/7/2020,62
France,7/8/2020,62
France,7/9/2020,62
France,7/10/2020,62
France,7/11/2020,62
France,7/12/2020,62
France,7/13/2020,62
France,7/14/2020,62
France,7/15/2020,62
France,7/16/2020,62
France,7/17/2020,62
France,7/18/2020,62
France,7/19/2020,62
France,7/20/2020,62
France,7/21/2020,62
France,7/22/2020,62
France,7/23/2020,62
France,7/24/2020,62
France,7/25/2020,62
France,7/26/2020,62
France,7/27/2020,62
France,7/28/2020,62
France,7/29/2020,62
France,7/30/2020,62
France,7/31/2020,62
France,1/22/2020,0
France,1/23/2020,0
France,1/24/2020,0
France,1/25/2020,0
France,1/26/2020,0
France,1/27/2020,0
France,1/28/2020,0
France,1/29/2020,0
France,1/30/2020,0
France,1/31/2020,0
France,2/1/2020,0
France,2/2/2020,0
France,2/3/2020,0
France,2/4/2020,0
France,2/5/2020,0
France,2/6/2020,0
France,2/7/2020,0
France,2/8/2020,0
France,2/9/2020,0
France,2/10/2020,0
France,2/11/2020,0
France,2/12/2020,0
France,2/13/2020,0
France,2/14/2020,0
France,2/15/2020,0
France,2/16/2020,0
France,2/17/2020,0
France,2/18/2020,0
France,2/19/2020,0
France,2/20/2020,0
France,2/21/2020,0
France,2/22/2020,0
France,2/23/2020,0
France,2/24/2020,0
France,2/25/2020,0
France,2/26/2020,0
France,2/27/2020,0
France,2/28/2020,0
France,2/29/2020,0
France,3/1/2020,0
France,3/2/2020,0
France,3/3/2020,0
France,3/4/2020,0
France,3/5/2020,0
France,3/6/2020,0
France,3/7/2020,0
France,3/8/2020,0
France,3/9/2020,0
France,3/10/2020,0
France,3/11/2020,0
France,3/12/2020,0
France,3/13/2020,1
France,3/14/2020,1
France,3/15/2020,3
France,3/16/2020,6
France,3/17/2020,18
France,3/18/2020,27
France,3/19/2020,33
France,3/20/2020,45
France,3/21/2020,53
France,3/22/2020,58
France,3/23/2020,62
France,3/24/2020,62
France,3/25/2020,73
France,3/26/2020,73
France,3/27/2020,73
France,3/28/2020,102
France,3/29/2020,106
France,3/30/2020,106
France,3/31/2020,114
France,4/1/2020,125
France,4/2/2020,128
France,4/3/2020,130
France,4/4/2020,134
France,4/5/2020,135
France,4/6/2020,135
France,4/7/2020,139
France,4/8/2020,141
France,4/9/2020,141
France,4/10/2020,143
France,4/11/2020,143
France,4/12/2020,143
France,4/13/2020,143
France,4/14/2020,145
France,4/15/2020,145
France,4/16/2020,145
France,4/17/2020,145
France,4/18/2020,148
France,4/19/2020,148
France,4/20/2020,148
France,4/21/2020,148
France,4/22/2020,148
France,4/23/2020,148
France,4/24/2020,149
France,4/25/2020,149
France,4/26/2020,149
France,4/27/2020,149
France,4/28/2020,149
France,4/29/2020,149
France,4/30/2020,151
France,5/1/2020,152
France,5/2/2020,152
France,5/3/2020,152
France,5/4/2020,152
France,5/5/2020,152
France,5/6/2020,152
France,5/7/2020,153
France,5/8/2020,154
France,5/9/2020,154
France,5/10/2020,154
France,5/11/2020,154
France,5/12/2020,155
France,5/13/2020,155
France,5/14/2020,155
France,5/15/2020,155
France,5/16/2020,155
France,5/17/2020,155
France,5/18/2020,155
France,5/19/2020,155
France,5/20/2020,155
France,5/21/2020,155
France,5/22/2020,156
France,5/23/2020,156
France,5/24/2020,161
France,5/25/2020,161
France,5/26/2020,161
France,5/27/2020,161
France,5/28/2020,161
France,5/29/2020,162
France,5/30/2020,162
France,5/31/2020,162
France,6/1/2020,162
France,6/2/2020,162
France,6/3/2020,162
France,6/4/2020,162
France,6/5/2020,164
France,6/6/2020,164
France,6/7/2020,164
France,6/8/2020,164
France,6/9/2020,164
France,6/10/2020,164
France,6/11/2020,164
France,6/12/2020,171
France,6/13/2020,171
France,6/14/2020,171
France,6/15/2020,171
France,6/16/2020,171
France,6/17/2020,171
France,6/18/2020,171
France,6/19/2020,174
France,6/20/2020,174
France,6/21/2020,174
France,6/22/2020,174
France,6/23/2020,174
France,6/24/2020,174
France,6/25/2020,174
France,6/26/2020,182
France,6/27/2020,182
France,6/28/2020,182
France,6/29/2020,182
France,6/30/2020,182
France,7/1/2020,182
France,7/2/2020,182
France,7/3/2020,184
France,7/4/2020,184
France,7/5/2020,184
France,7/6/2020,184
France,7/7/2020,184
France,7/8/2020,184
France,7/9/2020,184
France,7/10/2020,190
France,7/11/2020,190
France,7/12/2020,190
France,7/13/2020,190
France,7/14/2020,190
France,7/15/2020,190
France,7/16/2020,190
France,7/17/2020,195
France,7/18/2020,195
France,7/19/2020,195
France,7/20/2020,195
France,7/21/2020,195
France,7/22/2020,195
France,7/23/2020,195
France,7/24/2020,203
France,7/25/2020,203
France,7/26/2020,203
France,7/27/2020,203
France,7/28/2020,203
France,7/29/2020,244
France,7/30/2020,244
France,7/31/2020,265
France,1/22/2020,0
France,1/23/2020,0
France,1/24/2020,0
France,1/25/2020,0
France,1/26/2020,0
France,1/27/2020,0
France,1/28/2020,0
France,1/29/2020,0
France,1/30/2020,0
France,1/31/2020,0
France,2/1/2020,0
France,2/2/2020,0
France,2/3/2020,0
France,2/4/2020,0
France,2/5/2020,0
France,2/6/2020,0
France,2/7/2020,0
France,2/8/2020,0
France,2/9/2020,0
France,2/10/2020,0
France,2/11/2020,0
France,2/12/2020,0
France,2/13/2020,0
France,2/14/2020,0
France,2/15/2020,0
France,2/16/2020,0
France,2/17/2020,0
France,2/18/2020,0
France,2/19/2020,0
France,2/20/2020,0
France,2/21/2020,0
France,2/22/2020,0
France,2/23/2020,0
France,2/24/2020,0
France,2/25/2020,0
France,2/26/2020,0
France,2/27/2020,0
France,2/28/2020,0
France,2/29/2020,0
France,3/1/2020,0
France,3/2/2020,0
France,3/3/2020,0
France,3/4/2020,0
France,3/5/2020,0
France,3/6/2020,0
France,3/7/2020,0
France,3/8/2020,0
France,3/9/2020,0
France,3/10/2020,0
France,3/11/2020,0
France,3/12/2020,0
France,3/13/2020,0
France,3/14/2020,0
France,3/15/2020,1
France,3/16/2020,1
France,3/17/2020,1
France,3/18/2020,3
France,3/19/2020,3
